start,end,date,deviceid,end_survey,audit,enumerator_id,province,district,village,settlement_name,iset_code,aggregate,location,intro,consent,ki_gender,ki_age,popn_note,iset_population,migrant_population,migrant_population.idp,migrant_population.prolong,migrant_population.protract,migrant_population.refugee,migrant_population.returnee,migrant_population.economic,migrant_population.nomad,idp_hhs,idp_indvl,prolonged_hhs,prolonged_indvl,protracted_hhs,protracted_indvl,idp_3mo_hhs,idp_prov_origin,idp_dist_origin,refugee_hhs,refugee_indvl,returnee_hhs,returnee_indvl,returnee_origin,returnee_paki_prov,returnee_iran_prov,returnee_3mo_hhs,recentreturn_challenge,recentreturn_challenge.country_return,recentreturn_challenge.age,recentreturn_challenge.health,recentreturn_challenge.other,recentreturn_challenge.none,recentreturn_challenge_other,economic_hhs,economic_indvl,nomad_hhs,nomad_indvl,host_hhs,host_indvl,vuln_note,disability,chronic_ill,elderly,female_hoh,ethnic_groups,ethnic_groups.aimaq,ethnic_groups.arab,ethnic_groups.baloch,ethnic_groups.hazara,ethnic_groups.nuristani,ethnic_groups.jat,ethnic_groups.jogi,ethnic_groups.pashtun,ethnic_groups.pashayee,ethnic_groups.tajik,ethnic_groups.turkmen,ethnic_groups.uzbek,ethnic_groups.other,ethnic_groups_other,five_years,relocate_plan,relocate_pushpull,relocate_pushpull.intimidate,relocate_pushpull.land_dispute,relocate_pushpull.no_work,relocate_pushpull.join_family,relocate_pushpull.better_security,relocate_pushpull.better_service,relocate_pushpull.other,relocate_pushpull.better_job,relocate_pushpull_other,covid_note,covid_aware,covid_concern,covid_prevent,covid_info,covid_info.government,covid_info.comm_leader,covid_info.un_ngo,covid_info.media,covid_info.text,covid_info.health_worker,covid_info.fam_friend,covid_info.other,covid_info_other,covid_safeprac,covid_safeprac.handwash,covid_safeprac.distancing,covid_safeprac.isolate,covid_safeprac.masks_ifsick,covid_safeprac.masks,covid_safeprac.no_face,covid_safeprac.no_gather,covid_safeprac.other,covid_safeprac.none,covid_safeprac_other,covid_action,covid_action.none,covid_action.stay_home,covid_action.isolate,covid_action.self_meds,covid_action.speak_leader,covid_action.pharm_hosp,covid_action.trad_healer,covid_action.other,covid_action.dont_know,covid_action_other,covid_discriminate,covid_discriminate.females,covid_discriminate.males,covid_discriminate.children,covid_discriminate.elderly,covid_discriminate.chronic_ill,covid_discriminate.disabled,covid_discriminate.returnee,covid_discriminate.minorities,covid_discriminate.other,covid_discriminate.none,covid_discriminate_other,discrimate_result,discrimate_result.evicted_hh,discrimate_result.evicted_iset,discrimate_result.denied_finance,discrimate_result.denied_services,discrimate_result.harrass_verbal,discrimate_result.harass_physical,discrimate_result.domestic_abuse,discrimate_result.other,discrimate_result_other,wash_note,water_point,water_point_no,tap_sanitize,wash_gbv,handwash_location,handwash_location.private,handwash_location.public_facility,handwash_location.public,handwash_location.open,handwash_location.other,handwash_location_other,handwash_device,handwash_device_other,soap_avail,time_handwash_meal,time_handwash_toilet,time_handwash_return,handwash_crowded,water_distance,water_source,water_source_other,water_barrier,water_barrier.busy,water_barrier.unpleasent,water_barrier.low_capacity,water_barrier.unsafe,water_barrier.distance,water_barrier.expensive,water_barrier.other,water_barrier.none,water_barrier_other,water_barrier_group,water_barrier_who,water_barrier_who.females,water_barrier_who.males,water_barrier_who.children,water_barrier_who.elderly,water_barrier_who.chronic_ill,water_barrier_who.disabled,water_barrier_who.returnee,water_barrier_who.minorities,water_barrier_who.other,water_barrier_who.none,water_barrier_who_other,health_note,health_distance,health_inaccess,health_inaccess.pharmacy,health_inaccess.travel,health_inaccess.trad_healer,health_inaccess.none,health_inaccess.other,health_inaccess_other,inaccess_distance,health_gbv,health_use_recent,health_use_satisfy,health_use_unsatisfy,health_use_unsatisfy.hours,health_use_unsatisfy.expensive,health_use_unsatisfy.drug_unavail,health_use_unsatisfy.staff_behave,health_use_unsatisfy.crowded,health_use_unsatisfy.other,health_use_unsatisfy.dont_know,health_use_unsatisfy.prefer_not,health_use_unsatisfy_other,health_barrier,health_barrier.where_confuse,health_barrier.cost_transport,health_barrier.cost_treat,health_barrier.cost_drugs,health_barrier.culture,health_barrier.safety,health_barrier.travel_time,health_barrier.centre_capacity,health_barrier.denied,health_barrier.other,health_barrier.none,health_barrier_other,health_barrier_group,health_barrier_who,health_barrier_who.females,health_barrier_who.males,health_barrier_who.children,health_barrier_who.elderly,health_barrier_who.chronic_ill,health_barrier_who.disabled,health_barrier_who.returnee,health_barrier_who.minorities,health_barrier_who.other,health_barrier_who.none,health_barrier_who_other,covid_coping,covid_coping.withdraw,covid_coping.angry,covid_coping.risky_behave,covid_coping.physical_ache,covid_coping.substance,covid_coping.none,covid_coping.other,covid_coping_other,mhpss_aware,mhpss_services,mhpss_services.comm_leader,mhpss_services.ngo,mhpss_services.comm_group,mhpss_services.clinical,mhpss_services.referrals,mhpss_services.other,mhpss_services_other,mhpss_use,mhpss_use_why,mhpss_use_why.service_hose,mhpss_use_why.treatment_iset,mhpss_use_why.staff_behave,mhpss_use_why.crowded,mhpss_use_why.other,mhpss_use_why.dont_know,mhpss_use_why.prefer_not,mhpss_use_why_other,mhpss_secondary,mhpss_secondary.more_gbv,mhpss_secondary.more_poverty,mhpss_secondary.health_issue,mhpss_secondary.comm_violence,mhpss_secondary.more_insecure,mhpss_secondary.no_ngo_access,mhpss_secondary.other,mhpss_secondary.none,mhpss_secondary_other,protection_note,safe_likert,safety_change,safety_gbv,move_free_m,move_why_m,move_why_m.harrass,move_why_m.culture_barrier,move_why_m.covid,move_why_m.no_document,move_why_m.unsafe,move_why_m.debt,move_why_m.other,move_why__m_other,move_free_f,move_why_f,move_why_f.harrass,move_why_f.culture_barrier,move_why_f.covid,move_why_f.no_document,move_why_f.unsafe,move_why_f.debt,move_why_f.other,move_why_f_other,host_relation,relocation,host_dispute,host_dispute_other,comm_represent,site_land,site_land_owner,site_land_owner_other,rent,eviction,eviction_why,eviction_why.rent,eviction_why.dispute_rent,eviction_why.dispute_own,eviction_why.dispute_other,eviction_why.dispute_host,eviction_why.private,eviction_why.other,eviction_why_other,eviction_threat,eviction_threat_other,eviction_threat_why,eviction_threat_why.local_auth,eviction_threat_why.government,eviction_threat_why.host_comm,eviction_threat_why.other,eviction_threat_why_other,shelter_note,shelter_type,shelter_type_other,accom,accom_other,tenure,tenure_written,tenure_written_other,hh_rooms,covid_shelter,covid_shelter_other,covid_sitespace,sim_card,fsl_note,livelihood,livelihood_other,work_change,unemploy_coping,unemploy_coping.spend_saving,unemploy_coping.sell_asset,unemploy_coping.borrow_debt,unemploy_coping.non_food_spend,unemploy_coping.rely_aid,unemploy_coping.sell_aid,unemploy_coping.begging,unemploy_coping.other,unemploy_coping.dont_know,unemploy_coping_other,market_walking,market_soldout,soldout_item,soldout_item.food,soldout_item.soap,soldout_item.hygiene,soldout_item.fuel,soldout_item.construct_mat,soldout_item.clothing,soldout_item.tarpaulin,soldout_item.buckets_hose,soldout_item.kitchen_mat,soldout_item.blanket,soldout_item.other,soldout_item_other,food_source,food_source.ngo,food_source.market_inside,food_source.market_outsided,food_source.own_production,food_source.family,food_source.other,food_source.dont_know,food_source_other,food_access,aid_provided,aid_type,aid_type.education,aid_type.food,aid_type.health,aid_type.livelihoods,aid_type.wash,aid_type.protection,aid_type.shelter,aid_type.nfi,aid_type.winter,aid_type.other,aid_type.cash,aid_type_other,aid_govt,aid_services,aid_services_other,edu_note,school_distance,school_closed,school_alternatives,school_alternatives.other_facility,school_alternatives.home_school,school_alternatives.other,school_alternatives.no,school_alternatives.dont_know,school_alt_other,thankyou,village_other,enumerator_uuid,iset_indvl,iset_hhs,gbv_incident,_id,_uuid,_submission_time,_validation_status,_index
,,,,,,,baghlan,pul_e_khumri,Naw Abad Karkar,nawabad,BGH_029,,suburb,,yes,male,30_39,,mixed,,1,1,1,0,1,1,0,700,4000,200,1000,200,800,70,baghlan,no_consensus,,,50,400,iran,khyber_p,,50,,0,0,0,0,1,,500,3000,,,500,3000,,90,90,500,100,,0,0,0,1,0,0,0,1,1,1,0,1,0,,yes,yes,,0,0,1,1,0,0,0,0,,,yes,yes,yes,,1,1,0,1,1,1,0,0,,,1,0,1,0,1,0,1,0,0,,,0,0,1,0,0,1,0,0,0,,,0,0,0,1,1,0,0,0,0,0,,,0,0,0,1,0,0,0,0,,,no_consensus,1,no,yes,,1,0,0,0,0,,,,yes,yes,yes,yes,,no_consensus,no_consensus,,,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,yes,,,,,,,,,yes,no,no,,0,1,1,0,1,0,0,0,,,0,1,1,1,0,0,0,1,0,0,0,,yes,,1,1,1,1,1,1,1,0,0,0,,,0,1,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,,good,yes_decrease,dont_know,yes,,,,,,,,,,yes,,,,,,,,,,positive,yes,comm_leader,,yes,yes,government,,yes,no,,,,,,,,,,no,,,,,,,,,mud,,rent,,written,tenure_doc,,2,tools,,yes,yes,,unskilled,,part_stop,,0,0,1,0,0,0,0,0,0,,yes,yes,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,,no,yes,,0,1,0,0,0,0,0,0,0,0,0,,yes,info_comm,,,no_consensus,yes,,0,1,0,0,0,,,,,,,,,,,,
,,,,,,,baghlan,pul_e_khumri,Balay Qul Shahr-e-Naw Pul Khumri,balay qul sarak wuluswali,BGH_034,,prov_centre,,yes,male,30_39,,mixed,,1,1,1,0,1,1,0,200,1000,80,500,100,600,60,baghlan,dahana_e_ghori,,,40,200,pakistan,,fars,30,,0,0,0,0,1,,200,900,,,400,2000,,50,50,100,50,,0,0,0,1,0,0,0,1,0,1,0,1,0,,yes,no,,,,,,,,,,,,yes,yes,yes,,0,1,0,1,1,1,0,0,,,1,0,1,0,0,0,1,0,0,,,0,0,1,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,yes,2,no,yes,,1,0,0,0,0,,,,yes,yes,yes,yes,,yes,pipe,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,no_none,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,,good,yes_decrease,dont_know,yes,,,,,,,,,,yes,,,,,,,,,,positive,yes,comm_leader,,yes,yes,government,,yes,no,,,,,,,,,,no,,,,,,,,,mud,,no_consensus,,written,tenure_doc,,2,tools,,yes,yes,,unskilled,,part_stop,,0,0,1,0,0,0,0,0,0,,yes,yes,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,1,0,0,0,0,,no,no,,,,,,,,,,,,,,yes,info_comm,,,yes,yes,,0,0,0,1,0,,,,,,,,,,,,
,,,,,,,baghlan,pul_e_khumri,masjid karte etefaq,masjid karte etefaq,BGH_039,,prov_centre,,yes,male,50_59,,mixed,,1,1,1,0,1,1,0,200,1000,70,700,60,400,40,baghlan,tala_wa_barfak,,,60,300,iran,,,40,,0,0,0,0,1,,100,800,,,600,4000,,30,30,200,30,,0,0,0,1,0,0,0,0,0,1,0,1,0,,yes,no,,,,,,,,,,,,yes,yes,yes,,0,1,1,1,1,1,0,0,,,1,0,1,0,1,0,1,0,0,,,0,0,1,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,yes,1,no,yes,,1,0,0,0,0,,,,yes,yes,yes,yes,,yes,well_protect,,,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,yes,,,,,,,,,yes,no,no,,0,1,1,0,1,0,0,0,,,0,1,0,1,0,0,0,1,0,0,0,,yes,,0,0,1,1,1,0,0,0,0,0,,,0,1,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,,neutral,yes_decrease,dont_know,yes,,,,,,,,,,yes,,,,,,,,,,positive,yes,comm_leader,,no,yes,private,,yes,no,,,,,,,,,,no,,,,,,,,,mud,,rent,,written,no_consensus,,2,tools,,no,yes,,unskilled,,part_stop,,0,1,1,0,0,0,0,0,0,,yes,yes,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,1,0,0,0,0,,no,yes,,0,0,1,0,0,0,0,0,0,0,0,,yes,info_comm,,,yes,yes,,1,1,0,0,0,,,,,,,,,,,,
,,,,,,,baghlan,baghlan_e_jadid,do saraka bala,do saraka,BGH_041,,dist_centre,,yes,male,30_39,,mixed,,1,1,1,0,1,1,0,200,900,60,500,50,300,40,baghlan,baghlan_e_jadid,,,70,500,pakistan,,,20,,0,0,0,0,1,,200,1000,,,800,4000,,30,30,90,60,,0,0,0,1,0,0,0,1,0,1,0,1,0,,yes,no,,,,,,,,,,,,yes,yes,yes,,0,1,0,1,1,1,0,0,,,1,0,1,0,0,0,1,0,0,,,0,0,1,0,0,1,0,0,0,,,0,0,0,1,1,0,0,0,0,0,,,0,0,0,1,0,0,0,0,,,yes,1,no,yes,,1,0,0,0,0,,,,yes,yes,yes,yes,,yes,well_protect,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,yes,,,,,,,,,yes,no,no,,0,1,1,0,1,0,0,0,,,0,1,0,1,0,0,0,1,0,0,0,,yes,,1,0,1,1,1,1,0,0,0,0,,,0,1,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,,poor_qual,yes_increase,yes_increase,yes,,,,,,,,,,yes,,,,,,,,,,positive,yes,comm_leader,,yes,yes,private,,yes,no,,,,,,,,,,no,,,,,,,,,mud,,rent,,written,tenure_doc,,2,tools,,yes,yes,,unskilled,,part_stop,,0,1,1,0,0,0,0,0,0,,yes,yes,,1,0,1,0,0,0,0,0,0,0,0,,,0,1,1,0,0,0,0,,no,no,,,,,,,,,,,,,,yes,info_comm,,,yes,yes,,1,0,0,0,0,,,,,,,,,,,,
,,,,,,,baghlan,pul_e_khumri,Tape farhad,Masjid qambar,BGH_054,,prov_centre,,yes,male,30_39,,mixed,,1,1,1,0,1,1,0,30,200,40,200,40,200,10,baghlan,dahana_e_ghori,,,30,200,iran,,,1,,0,0,1,0,0,,30,200,,,200,1000,,20,50,100,30,,0,0,0,1,0,0,0,1,0,1,0,1,0,,yes,no,,,,,,,,,,,,yes,yes,yes,,1,1,0,1,1,0,1,0,,,1,1,0,0,1,1,1,0,0,,,0,0,1,1,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,yes,4,no,yes,,1,0,0,0,0,,,,yes,yes,yes,yes,,yes,no_consensus,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,no_further,,,,,,,,,yes,yes,no,,0,1,1,0,1,0,0,0,,,0,1,1,1,0,0,1,0,0,0,0,,yes,,1,0,0,1,1,0,0,0,0,0,,,0,0,0,0,0,1,0,,no,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,0,0,,,good,dont_know,no_change,yes,,,,,,,,,,yes,,,,,,,,,,positive,no,comm_leader,,yes,yes,private,,yes,no,,,,,,,,,,no,,,,,,,,,mud,,own_document,,written,tenure_doc,,1,relocate,,,yes,,unskilled,,full_stop,,1,1,1,0,1,0,0,0,0,,yes,yes,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,1,0,0,0,,yes,no,,,,,,,,,,,,,,no,,,,yes,yes,,1,1,0,0,0,,,,,,,,,,,,
,,,,,,,baghlan,pul_e_khumri,khangar abad,khangar abad,BGH_065,,prov_centre,,yes,male,50_59,,mixed,,1,1,1,0,1,1,0,70,400,60,400,200,1000,20,baghlan,dahana_e_ghori,,,30,200,no_consensus,khyber_p,fars,20,,1,0,1,0,0,,20,90,,,200,1000,,40,50,200,40,,1,0,0,1,0,0,0,1,0,1,1,1,0,,yes,yes,,0,0,1,0,0,0,0,0,,,yes,yes,yes,,0,1,0,1,1,0,1,0,,,1,1,0,0,1,1,1,0,0,,,0,0,1,1,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,yes,1,no,yes,,1,0,0,0,0,,,,yes,yes,yes,yes,,yes,pipe,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,no_further,,,,,,,,,yes,yes,no,,0,1,1,0,1,0,0,0,,,0,1,1,1,0,0,1,0,0,0,0,,yes,,1,0,0,1,1,0,0,0,0,0,,,0,0,0,0,0,1,0,,no,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,0,0,,,good,dont_know,no_change,yes,,,,,,,,,,yes,,,,,,,,,,prefer_not,no,comm_leader,,yes,yes,government,,yes,no,,,,,,,,,,no,,,,,,,,,mud,,own_document,,written,no_consensus,,1,relocate,,,yes,,unskilled,,full_stop,,1,1,1,0,1,0,0,0,0,,yes,yes,,1,0,1,0,0,0,0,0,0,0,0,,,0,1,1,1,0,0,0,,yes,no,,,,,,,,,,,,,,no,,,,yes,yes,,1,1,0,0,0,,,,,,,,,,,,
,,,,,,,baghlan,pul_e_khumri,District 1,qeshlaq bamba,BGH_071,,suburb,,yes,male,50_59,,mixed,,1,1,1,0,1,1,0,100,600,300,2000,200,1000,90,baghlan,dahana_e_ghori,,,100,900,iran,,,70,,0,0,1,0,0,,50,200,,,1000,6000,,100,100,700,80,,0,0,0,1,0,0,0,1,1,1,1,1,0,,yes,no,,,,,,,,,,,,yes,yes,yes,,1,1,1,1,1,1,1,0,,,1,1,0,0,0,1,1,0,0,,,0,0,1,1,1,1,0,0,0,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,yes,2,no,yes,,1,0,0,0,0,,,,yes,yes,yes,dont_know,,yes,pump_public,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,no_further,,,,,,,,,yes,yes,yes,,0,1,1,0,1,0,0,0,,,0,1,1,1,0,0,1,1,0,0,0,,yes,,1,0,0,1,1,0,0,0,0,0,,,0,0,0,0,0,1,0,,no,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,,,good,,,yes,,,,,,,,,,yes,,,,,,,,,,prefer_not,no,comm_leader,,yes,yes,government,,yes,no,,,,,,,,,,no,,,,,,,,,mud,,own_no_document,,written,no_consensus,,2,relocate,,,yes,,unskilled,,part_stop,,1,1,1,0,1,0,1,0,0,,yes,no,,,,,,,,,,,,,,,0,1,1,0,0,0,0,,yes,no,,,,,,,,,,,,,,no,,,,yes,yes,,1,1,0,0,0,,,,,,,,,,,,
,,,,,,,faryab,maymana,masjid hazrat ali,deh yazdan,FYB_024,,prov_centre,,yes,male,30_39,,discrete,,1,1,1,0,1,1,0,60,500,100,900,100,1000,30,faryab,almar,,,50,400,iran,,,5,,0,0,0,0,1,,20,200,,,,,,20,50,90,40,,1,1,0,1,0,0,0,1,0,1,1,1,0,,yes,yes,,0,0,1,0,0,1,0,1,,,yes,yes,yes,,1,1,1,1,1,1,1,0,,,1,1,1,1,0,1,1,0,0,,,0,0,1,1,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,yes,1,no,yes,,1,0,0,0,0,,,,yes,yes,yes,yes,,yes,pipe,,,1,1,1,0,0,1,0,0,,,,,,,,,,,,,,,,no_further,,,,,,,,,yes,yes,no,,0,1,1,0,1,0,0,0,,,1,1,1,1,0,1,1,1,1,0,0,,no,,1,0,1,1,0,0,0,0,0,0,,,0,0,0,1,0,0,0,,no,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,,,very_good,,,yes,,,,,,,,,,yes,,,,,,,,,,positive,no,comm_leader,,yes,yes,private,,yes,no,,,,,,,,,,no,,,,,,,,,mud,,own_document,,written,tenure_doc,,3,tools,,yes,yes,,unskilled,,part_stop,,1,1,1,1,1,0,1,0,0,,no_further,no,,,,,,,,,,,,,,,0,1,1,1,0,0,0,,no,yes,,0,1,0,1,0,0,0,1,1,0,1,,yes,info_comm,,,yes,yes,,1,0,0,0,0,,,,,,,,,,,,
,,,,,,,faryab,maymana,nawabad khwaja paytakht,khwaja paytakht,FYB_026,,prov_centre,,yes,male,60_69,,mixed,,1,1,1,0,1,1,0,60,400,100,600,300,2000,20,faryab,almar,,,40,300,iran,,,0,,,,,,,,100,700,,,40,200,,20,40,100,30,,1,1,1,0,0,0,0,1,0,1,1,1,0,,yes,no,,,,,,,,,,,,yes,yes,yes,,1,1,1,1,1,1,1,0,,,1,1,1,1,0,1,1,0,0,,,0,0,1,1,0,1,1,0,0,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,yes,2,no,yes,,1,0,0,0,0,,,,yes,yes,yes,yes,,yes,pump_public,,,1,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,no_further,,,,,,,,,yes,yes,yes,,0,1,1,1,1,0,0,0,,,0,1,1,1,0,1,1,1,1,0,0,,yes,,1,0,1,1,0,0,0,0,0,0,,,0,0,0,1,0,0,0,,no,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,0,0,,,very_good,,,yes,,,,,,,,,,yes,,,,,,,,,,positive,yes,comm_leader,,yes,yes,private,,yes,no,,,,,,,,,,no,,,,,,,,,mud,,own_document,,written,tenure_doc,,3,tools,,yes,yes,,business,,part_stop,,1,1,1,1,0,0,1,0,0,,no_further,no,,,,,,,,,,,,,,,0,1,1,1,0,0,0,,no,yes,,0,0,0,1,0,0,0,0,0,0,1,,no,,,,yes,yes,,1,0,0,0,0,,,,,,,,,,,,
,,,,,,,faryab,maymana,Tashlik Ghuzar,Tashlik Ghuzar,FYB_027,,prov_centre,,yes,male,50_59,,mixed,,1,1,1,0,1,1,0,60,400,200,1000,100,600,20,faryab,almar,,,70,500,iran,,,10,,0,0,0,0,1,,50,400,,,800,4000,,40,40,400,50,,1,1,0,1,0,0,0,1,0,1,1,1,0,,yes,no,,,,,,,,,,,,yes,yes,yes,,1,1,1,1,1,1,1,0,,,1,1,1,1,0,1,1,0,0,,,0,0,1,1,0,1,1,0,0,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,yes,2,no,yes,,1,0,0,0,0,,,,yes,yes,yes,yes,,yes,pump_public,,,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,no_further,,,,,,,,,yes,yes,no,,0,1,1,1,1,0,0,0,,,0,1,1,1,0,1,0,1,0,0,0,,no,,,,,,,,,,,,,,0,0,0,1,1,0,0,,no,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,1,0,0,,,very_good,,,yes,,,,,,,,,,yes,,,,,,,,,,positive,yes,comm_leader,,yes,yes,private,,yes,no,,,,,,,,,,no,,,,,,,,,mud,,own_document,,written,tenure_doc,,3,tools,,yes,yes,,farm_crop,,part_stop,,1,1,1,0,0,0,1,0,0,,no_further,no,,,,,,,,,,,,,,,0,1,1,1,0,0,0,,no,no,,,,,,,,,,,,,,no,,,,yes,yes,,0,1,0,0,0,,,,,,,,,,,,
,,,,,,,faryab,maymana,kohikhana,guzar kuhi khana,FYB_032,,prov_centre,,yes,male,30_39,,mixed,,0,1,1,0,1,0,0,,,100,800,800,4000,,,,,,10,70,iran,,,0,,,,,,,,,,,,1000,8000,,80,60,800,300,,1,0,0,0,0,0,0,1,0,1,0,1,0,,yes,no,,,,,,,,,,,,yes,yes,yes,,1,1,1,1,1,1,1,0,,,1,1,1,0,0,1,1,0,0,,,0,0,1,1,0,1,1,0,0,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,yes,50,no,yes,,1,0,0,0,0,,,,yes,yes,dont_know,yes,,yes,pump_public,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,no_further,,,,,,,,,yes,yes,yes,,1,1,1,1,1,0,0,0,,,1,1,1,1,0,1,1,1,1,0,0,,no,,,,,,,,,,,,,,0,0,0,0,0,1,0,,no,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,0,0,,,very_poor,,,yes,,,,,,,,,,yes,,,,,,,,,,positive,no,comm_leader,,yes,yes,private,,yes,no,,,,,,,,,,no,,,,,,,,,mud,,own_document,,written,tenure_doc,,3,tools,,yes,yes,,business,,part_stop,,1,0,1,0,0,0,1,0,0,,yes,no,,,,,,,,,,,,,,,0,1,1,1,0,0,0,,no,yes,,0,1,0,0,1,0,0,0,0,0,0,,yes,info_hh,,,yes,yes,,0,0,0,1,0,,,,,,,,,,,,
,,,,,,,faryab,maymana,khwaja paitakht,nawabad khwaja paitakht,FYB_034,,prov_centre,,yes,male,40_49,,mixed,,1,1,1,0,1,1,0,40,300,400,2000,1000,7000,20,faryab,pashtun_kot,,,100,900,iran,,,0,,,,,,,,30,200,,,2000,9000,,50,80,300,200,,1,1,1,0,0,0,0,1,0,1,1,1,0,,yes,no,,,,,,,,,,,,yes,yes,yes,,1,1,1,1,1,1,1,0,,,1,1,1,1,0,1,1,0,0,,,0,0,1,1,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,yes,20,no,yes,,1,0,0,0,0,,,,yes,yes,yes,yes,,yes,pump_public,,,1,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,no_further,,,,,,,,,yes,yes,yes,,0,0,1,0,1,0,0,0,,,0,1,1,1,0,1,1,1,0,0,0,,no,,,,,,,,,,,,,,0,0,0,1,0,0,0,,no,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,1,0,0,,,good,,,yes,,,,,,,,,,yes,,,,,,,,,,positive,no,comm_leader,,yes,yes,private,,yes,no,,,,,,,,,,no,,,,,,,,,mud,,own_document,,written,tenure_doc,,3,tools,,no_consensus,yes,,business,,part_stop,,1,1,1,1,0,0,1,0,0,,yes,no,,,,,,,,,,,,,,,0,1,1,1,0,0,0,,no,yes,,0,0,0,0,1,0,0,0,0,0,0,,yes,no_consensus,,,yes,yes,,0,0,0,1,0,,,,,,,,,,,,
,,,,,,,faryab,maymana,damqul hussain abad,hussain abad,FYB_038,,prov_centre,,yes,male,30_39,,mixed,,0,1,0,0,1,0,0,,,2000,10000,,,,,,,,60,400,iran,,,0,,,,,,,,,,,,700,5000,,300,100,900,100,,1,1,0,1,0,0,0,1,0,1,1,1,0,,yes,yes,,0,0,1,0,0,0,0,0,,,yes,yes,yes,,0,1,1,1,0,1,0,0,,,1,1,0,0,1,0,1,0,0,,,0,0,1,1,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,no_further,,,,,1,0,0,0,0,,,,yes,yes,yes,yes,,yes,trucking,,,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,no_none,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,,no,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,,good,yes_increase,yes_increase,yes,,,,,,,,,,yes,,,,,,,,,,positive,no,cdc,,yes,yes,private,,yes,no,,,,,,,,,,no,,,,,,,,,mud,,own_document,,written,tenure_doc,,2,no_consensus,,yes,yes,,unskilled,,full_stop,,1,1,1,0,1,0,0,0,0,,no_further,yes,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,1,0,0,0,0,,no,yes,,0,1,0,0,0,0,0,0,0,0,1,,no,,,,yes,yes,,0,0,0,1,0,,,,,,,,,,,,
